"date","volume","number","sentences","count","id","likely_pos","sample_type","code"
"1929 03 02",1,18,"they are as follows: % “be it resolved by the western labor union, composed of duly accredited delegates irorn the labor organizations of the west, the said federation being the supreme council of organized labor in this jurisdiction, in convention assembled in the city of denver, “that on april 29, 1899, within the county of shoshone, there were about 3000 members of these joint associations, peaceable and law abiding citizens, interested equally with capital in the peace and welfare of the community, and in the preservation of the blessings of liberty and the personal rights therein; “that, on the said 29th day of april, a riotous mob, composed of unknown persons, destroyed the bunker hill and sullivan concentrator and killed one james sheyne and one william smith at such time; “that, on the 4th day of may, 1899, tiincral merriam, in command of the forces of the united states, who had been sent into the said district, and bartlett sinclair, claiming to be the representative of the governor of the state of idaho, the said bartlett sinclair never having been in the town of burke or the coeur d’alenes before said time, ordered and directed four persons constituted as deputies by bartlett sinclair, and two companies of the united states troops to. go to the town of burke and arrest the entire male population thereof ; ""that on said day the town of burke was peaceable, laborers were working in the mines, and there was no disorder of any kind; “that said forces at said time, without warrant of law from any judicial magistrate, although the court was open and ready to deliver process to the said civil officers of the said county or any person lawfully authorized to execute the same, but ignoring such civil process, arbitrarily arrested about 300 persons, principally members of the labor organizations of the coeur d’alenes and of this joint convention, many of the miners being arrested in their wet clothes and not permitted to change; ""that, thereafter, such citizens were taken to wardner junction, in said shoshone county, under military forces and there kept in box cars and in an old barn unprovided with any blankets or proper food, and were there subjected to the most humiliating and degrading imprisonment under a guard of negro soldiers; ""that many of such persons, absolutely innocent and uncharged with any crime and uninformed of the nature of the accusation against them, were denied the opportunity of giving ball and seasonably consulting their counsel, until after they had been taken by the federal soldiers before a coroner's inquest and compelled to testify against themselves; ""that some of said citizens, against whom there was no proof of guilt and who were innocent of any crime, were kept in said illegal imprisonment for the period of six months or more, being denied all constitutional rights set forth in the constitution of the united states,'and of the state “of idaho, in violation of law; “that such civilian prisoners were subjected while in the bull pen lmpro-vised for their custody, to humiliating and degrading and inhuman punishments; “that members of the grand army of the republic, who had fought for the preservation of the union, were prodded in the back with bayonets; men knocked down with the butt end of muskets for small infractions of the so-called military discipline, such as not walking in line properly when too ill to do so.",575,"s161",TRUE,"keyword",0
"1929 03 02",40,44,"from electrical workers’ local union no. 202 thanking the council for their support and assistance in their efforts to obtain union rates of pay for their members who are employed by the city and county of san francisco.",38,"s9186",FALSE,"random",0
"1929 03 02",26,24,"“while most of those we place are naturally common labor and domestic help, it should be understood that this is not our entire work. and skilled workers,even professional people, are coming to us in increasing numbers.”",37,"s6790",FALSE,"random",0
"1929 03 02",16,46,"rockefeller, on his recent trip to colorado, discovered that the children of the coal camps were not dissimilar to his own.",21,"s3873",FALSE,"random",0
"1929 03 16",16,46,"rockefeller’s proposal, it should be remembered that he mistakenly assumes that employes sitting at a table with him will find themselves free and equal.",25,"s3875",FALSE,"random",0
"1929 03 16",11,6,"from international union steam engineers, journeymen stonecutters’ association, international union elevator constructors, international association granite cutters, international brotherhood of electrical workers, international association bridge and structural iron workers and the united brotherhood of carpenters and joiners of america, advising of having petitioned congress to enact laws to exclude japanese, chinese, hindoos and other asiatics; received and referred to the president of the league for answer.",65,"s2520",TRUE,"keyword",1
"1929 03 16",37,6,"and local union to appoint a committee to see to it that all members will register for the important elections of 1936.",22,"s9072",FALSE,"random",0
"1929 03 16",10,33,"wish i hadn't gone, i had seen all the gowns before.asiatic exclusion leagueproceedings of the asiatic exclusion league.",20,"s2359",TRUE,"keyword",1
"1929 07 13",21,46,"the telephone, the telegraph, the cable, wireless, alf have won their way by the same appeal.",16,"s5771",FALSE,"random",0
"1929 07 13",21,46,"the seeming heavy reduction in the temporary injuries, as compared to 1918, is accounted for by a new method of tabulating industrial injuries generally adopted by the different states, whereby injuries that do not cause loss of time are excluded.gregory, deceased jurist, opposed labor injunctionsannouncement from chicago of the death of stephen s.",54,"s5786",TRUE,"keyword",0
"1929 08 31",47,7,"flowers for all occasions hemlock 3323 - 3322 2980 sixteenth street, below mledon commercial and industrial wiring call us for any trouble in wiring, motors, refrigeration, ventilation rush service day or night 22 top mechanics ""o'keefe, the fan man "" 55 eleventh street • market 6333 protect your valuables safe deposit boxes of all sizes available mt the bank of california, national association mission branch cor. 16th street and julian avenue member federal defertt imuremc* cerferetiem lacliman bros. font of a meric*' a tersest home furnisher a clearance gift wares y 2 off vast assortments of odd lines of gift items in this after-inventory clearance.",104,"s9849",FALSE,"random",0
"1929 10 12",3,49,"fountains, borders, walks, shady nooks, vineclad trees and houses all go to make a picture as restful as it is beautiful.",21,"s751",TRUE,"keyword",0
"1929 10 12",3,33,"the brotherhood now has a membership of 48,000. with 710 local branches.failure of the baldwinziegler expedition.all patriotic americans are disappointed to learn of the failure of the baldwin-ziegler expedition to the north pole.",37,"s777",FALSE,"random",0
"1929 10 12",14,41,"union man, to know about our store —we want you to know that we buy and sell more union stamped shoes than any other store in the united stxtes we want you to know that the shoes we sell are better.",41,"s3173",FALSE,"random",0
"1929 10 26",7,2,"that the picture drawn of the evil 'of chinese competition was not overdrawn can .be vouched for by hundreds of men who took part in the agitation for exclusion, that those conditions may be paralleled, and at i no distant date, by the'evils of japi anese competition, the writer from !",51,"s2043",TRUE,"keyword",1
"1929 11 23",64,21,"“members who are 90 days in arrears in payment of per capita tax when paying dues will not be entitled to any death benefits if they should die with- | in 36 days of payment of such dues.”",37,"s10848",FALSE,"random",0
"1929 11 23",64,21,"they have found their way into so many geegaws andgimcracks that even the most insensitive have begun to cry for a stop.",22,"s10855",FALSE,"random",0
"1929 11 23",11,2,"we have those aspirations more than in the making and we go at it in much the same happy spirited way that they do.",24,"s2442",FALSE,"random",0
"1929 11 23",11,2,"the church in america under every name does prize and applaud the workingman far more than he thinks.",18,"s2467",FALSE,"random",0
"1929 11 23",15,19,"hosannahs mounting in costly churches here, the starving babe tugging at the empty breast of the dead mother there!—and we send to the famine-sufferers many bibles and hymn books, little bacon and beans.",35,"s3503",FALSE,"random",0
"1929 11 23",15,41,"prevented renewal of franchise of old geary street railway, san francisco, thus making present successful municipal line possible.",18,"s3711",FALSE,"random",0
"1929 11 23",10,33,"kelley, secretary of the anti-jap laundry league of fresno, relative to literature and information concerning japanese exclusion; received and request complied with.",23,"s2361",TRUE,"keyword",1
