"date","volume","number","sentences","id","code"
"1985 11 11",30,47,"it is not the man of education that makes the distinction it is the want of it that makes us feel our inferior position and we avoid contact that would expose our ignorance hence we have classes in society just in proportion to our knowledge","s7827",0
"1985 11 11",49,43,"official newspaper of the san francisco building and construction trades council and the state bluminh tradf s roitnril of californiavol","s10128",0
"1985 11 11",49,43,"the full board held that employes on strike for economic reasons may be permanently replaced by the employer and excluded from voting in a collective bargaining election","s10131",0
"1985 11 11",49,43,"fitzpatrick ordered a union to reimburse an employe illegally laid off at the union s request","s10133",0
"1985 11 11",1,14,"maoarthur of the sailors union were adopted whereas a movement has been set on foot looking to the free entry into the united states of all classes of chinese upon the expiration of the present chinese exclusion act four years hence and whereas the reasons adduced in the past to justify the exclusion of mongolian labor continue not only of equal but of rapidly augmenting weight as proved by the results arising from the presence of the chinese in the united states and constant influx of large numbers of japanese therefore be it resolved by the san francisco labor council that we urge upon congress the re enactment at the proper time of the chinese exclusion act with such alterations as have been found necessary to prevent the evasion experienced under the present law and be it further resolved that we also urge the enactment at the present time of a law for the total and perpetual exclusion from the united states of all japanese other than those accredited by their government on its diplomatic staff","s25",0
"1986 07 14",26,24,"in addition several hundred thousand of unrecorded workers were given information which saved them aimless wandering in search of employment","s6768",0
"1987 05 25",1,14,"as a danger to our people the japanese should stand interdicted by every argument that has heretofore proved effective for the exclusion of the chinese and by the further reason that their apparent assimilativeness make their encroachment the more insidious without in any degree lessening the practical evil of their presence and be it further resolved that a copy of these resolutions be forwarded to the senators and representatives of california with a request for their prompt action in the matter war among printers the typothetse and the typographical union in battle royal","s28",1
"1987 05 25",1,14,"having prevented the union job printer of son francisco from securing a shorter workday the local typothetae encouraged by its success is evidently determined to further oppose the typographical union by introducing the piece system on type setting machines which is strictly prohibited by san francisco typographical union no 21 and is also contrary to the recommendations of the international typographical union","s52",0
"1987 05 25",5,41,"rural mail carriers in a recent convention decided to petition congress for an increase in salary","s1749",0
"1987 05 25",5,41,"the strike is reported as i strong now as on the day when it be","s1756",0
"1988 08 22",36,27,"he recommended that we endorse the agreement with the reservation that such sections as may be illegal or which may contain provisions that are not acceptable be corrected","s8383",0
